1970	nu	6.39339232370636
1973	kla	2.1876878676878677
1979	die	3.262033242913589
1982	kla	2.0351984126984126
1988	die	3.699252757929402
1989	nu	10.240279406860374
1991	kla	2.4489288489288494
1997	die	4.940857903071021
1998	nu	13.527521106422178
2000	kla	2.950048289129171
2003	nu	16.840388905503413
2006	die	7.257370442544411
1575	nu	1.0
1584	nu	1.0
1631	die	1.0
1668	die	1.0
1683	nu	1.0
1710	die	2.0
1719	nu	1.0
1728	nu	1.2179487179487178
1729	die	2.0
1737	nu	1.4285714285714286
1746	nu	1.0
1747	die	3.0
1755	nu	1.0
1764	nu	1.2916666666666667
1765	die	1.0
1773	nu	1.3266666666666667
1774	die	1.0
1782	nu	1.0
1783	die	1.0
1791	nu	1.5384615384615385
1792	die	3.0
1796	kla	1.0
1800	die	1.5027777777777778
1809	nu	2.15452380952381
1818	nu	2.2926461038961037
1819	die	1.5166666666666666
1822	kla	2.0
1827	nu	4.232017543859649
1828	die	2.6856060606060606
1836	nu	3.8332629870129873
1837	die	2.802631578947368
1845	nu	4.638109251859253
1846	die	2.0284992784992784
1854	nu	3.846809922104039
1855	die	1.6439754689754686
1859	kla	1.0
1863	nu	2.979804501054501
1864	die	2.315909090909091
1868	kla	1.5
1872	nu	3.2320486784457367
1873	die	2.0377969252969255
1877	kla	1.0
1881	nu	3.2220813990790775
1882	die	3.561581726354453
1886	kla	1.5454545454545454
1890	nu	3.8745538542890983
1891	die	2.6990311276025563
1895	kla	3.1
1901	kla	2.0297619047619047
1907	die	3.455991950711202
1908	nu	4.3508519323945
1910	kla	1.6842105263157894
1916	die	2.8961247086247086
1917	nu	4.389902974087637
1925	die	2.282596332663178
1926	nu	3.5185406244033377
1929	kla	1.6391666666666667
1934	die	2.245777448815375
1935	nu	3.642006360065966
1938	kla	1.6682142857142856
1943	die	1.9516637369807228
1944	nu	3.831392010275677
1947	kla	2.118035714285714
1952	die	2.221416115853456
1953	nu	4.527131310707094
1956	kla	2.3791071428571424
1961	die	2.646919932448017
1962	nu	5.904893629698497
1965	kla	2.2860317460317465
1970	die	3.1094064543205815
1971	nu	6.896236198789515
1974	kla	2.4265836940836936
1980	nu	7.996052410167078
1983	kla	2.0111580086580085
1989	die	3.797511813228766
1992	kla	2.2713522139625075
1998	die	5.0158259150189215
1999	nu	13.815035956350515
2001	kla	3.2819414101979896
2004	nu	18.397164685143135
2007	die	7.467985104475593
1684	nu	2.0
1702	die	1.0
1711	die	1.0
1720	die	1.0
1729	nu	1.0
1738	nu	1.7424242424242422
1747	nu	1.0
1748	die	1.0
1756	nu	1.0
1757	die	1.0
1765	nu	1.5
1766	die	1.4722222222222223
1774	nu	1.5769230769230769
1783	nu	2.0666666666666664
1792	nu	1.3452380952380953
1793	die	2.0
1800	nu	2.4642857142857144
1801	die	2.185185185185185
1810	die	2.2222222222222223
1819	nu	3.7064814814814815
1823	kla	1.0
1828	nu	3.163939393939394
1829	die	2.1166666666666667
1837	nu	3.6610912698412696
1838	die	2.701666666666667
1846	nu	3.49125
1847	die	2.7296674225245656
1855	nu	4.118777056277056
1856	die	2.4128684807256233
1864	nu	3.5427539984525276
1865	die	2.431591892955529
1873	nu	4.081708430458431
1874	die	2.825283446712018
1878	kla	1.0
1882	nu	4.204378426702596
1883	die	2.669789175470994
1887	kla	2.0
1891	nu	3.4720101046520826
1892	die	2.9381477108749836
1896	kla	1.8270833333333334
1902	kla	2.6470588235294117
1908	die	2.828354473809019
1909	nu	3.710772856953899
1911	kla	1.7453703703703702
1917	die	3.264831155022543
1918	nu	4.187133354020746
1920	kla	2.6781954887218045
1926	die	1.9219821949145257
1927	nu	3.9496803795297857
1935	die	2.1010908654625235
1936	nu	3.9274959838560095
1939	kla	2.327519841269841
1944	die	1.8986614819321583
1945	nu	3.4391245150988463
1948	kla	1.7043859649122808
1953	die	2.265436942111583
1954	nu	4.611620518457753
1957	kla	2.1228571428571428
1962	die	2.582656038539083
1963	nu	5.819605555744205
1966	kla	1.9145833333333333
1971	die	3.3940997122630177
1972	nu	7.298875000145111
1975	kla	2.465544733044733
1980	die	3.2653964562579914
1981	nu	8.201756997855934
1984	kla	2.0968281718281716
1990	nu	10.652273225980572
1993	kla	2.507314282939283
1999	die	5.389436584472777
2002	kla	3.5510344190123604
2005	nu	18.0041943519189
2008	die	7.855992631285323
1702	nu	1.2454545454545454
1703	die	1.0
1748	nu	2.0
1749	die	1.0
1757	nu	1.5
1758	die	1.0
1766	nu	1.5
1767	die	1.0
1775	nu	1.0
1784	nu	1.3666666666666667
1785	die	2.0
1793	nu	1.362962962962963
1794	die	1.3333333333333333
1801	nu	2.675
1802	die	1.2142857142857142
1810	nu	3.516815476190476
1811	die	1.8518518518518516
1820	die	1.525
1829	nu	3.069761904761905
1838	nu	3.7428571428571438
1839	die	1.618556311413454
1847	nu	3.563342352092352
1848	die	2.8040092483274304
1851	kla	1.0
1856	nu	4.344265905662964
1857	die	2.18502886002886
1860	kla	2.0
1865	nu	3.635740546218487
1866	die	2.980429292929293
1874	nu	3.4751711059837995
1875	die	2.2469954648526076
1879	kla	1.0
1883	nu	3.604747740219876
1884	die	2.653578366078366
1888	kla	1.85
1892	nu	4.154430534506772
1893	die	2.785299422799423
1897	kla	1.3010416666666667
1900	nu	3.803503468571949
1903	kla	2.230687830687831
1909	die	3.3405948849130667
1912	kla	1.8604166666666666
1918	die	2.67461112120203
1919	nu	4.176919503642531
1921	kla	1.4058823529411764
1927	die	2.0088074803983895
1928	nu	4.286650368643326
1930	kla	1.4487698412698413
1936	die	1.888759171958229
1937	nu	4.025701446864225
1945	die	1.945166243715005
1946	nu	3.860645901049051
1949	kla	1.6897619047619048
1954	die	2.280742664302684
1955	nu	4.91426672014196
1958	kla	1.8609325396825394
1963	die	3.0420973271887224
1964	nu	5.647607172229643
1967	kla	2.532003968253968
1972	die	3.3712202962993754
1973	nu	7.402123659933877
1976	kla	2.2793012543012545
1981	die	2.9601795623141216
1982	nu	8.501904147822367
1985	kla	1.753795093795094
1990	die	4.201845466384353
1991	nu	10.591855845930716
1994	kla	2.5489549060330794
2003	kla	3.741543113748997
2006	nu	18.46373388201459
1721	nu	1.3
1730	nu	3.0
1749	nu	1.0
1758	nu	2.0
1759	die	2.375
1767	nu	1.5
1776	nu	1.35
1785	nu	1.5
1786	die	1.5
1794	nu	1.8120370370370371
1795	die	1.0
1802	nu	2.541228070175439
1803	die	1.0
1811	nu	3.06077694235589
1812	die	1.9295454545454547
1820	nu	3.8580357142857147
1821	die	1.5017543859649123
1830	die	2.660833333333333
1834	kla	1.0
1839	nu	4.216051587301587
1848	nu	4.312662198912199
1849	die	2.762698412698413
1852	kla	1.0
1857	nu	4.019305555555556
1858	die	2.119390331890332
1861	kla	2.0
1866	nu	3.6307366897808073
1867	die	2.5232864357864355
1870	kla	2.0
1875	nu	4.355758948653686
1876	die	1.9160136580591127
1884	nu	3.541995912505705
1885	die	3.244838640891272
1889	kla	1.0
1893	nu	3.863816846947555
1894	die	2.2767762660619804
1898	kla	3.8333333333333335
1900	die	2.595419605646878
1901	nu	4.193206467347153
1904	kla	2.258771929824561
1910	nu	4.875635873213647
1913	kla	1.7592592592592593
1919	die	2.491632988223897
1922	kla	2.423888888888889
1928	die	2.1153860161635283
1929	nu	3.7727741426683483
1931	kla	2.0725000000000002
1937	die	2.222754219464746
1938	nu	4.212130296323312
1940	kla	2.1316207184628237
1946	die	2.5881907234179957
1947	nu	4.077912483865237
1955	die	2.6895619422757693
1956	nu	4.523538447585739
1959	kla	1.7191666666666667
1964	die	2.7832979241548106
1965	nu	6.2680220112239535
1968	kla	1.793472222222222
1973	die	3.384240293698808
1974	nu	7.393436615645474
1977	kla	1.9049206349206347
1982	die	3.429575960443334
1983	nu	8.49195884466857
1986	kla	2.2987629037629036
1991	die	4.2132122355077595
1992	nu	10.999079560868775
1995	kla	2.3479252159089614
2000	die	5.855250691346583
2004	kla	2.9495574016626644
2007	nu	18.282425946575003
1515	nu	1.0
1524	nu	1.0
1687	nu	1.0
1696	nu	1.0
1704	nu	1.0
1722	nu	3.0
1723	die	1.1666666666666667
1731	nu	1.0
1732	die	2.0
1740	nu	1.0
1741	die	1.0
1750	die	1.4642857142857142
1759	nu	1.0
1768	nu	1.8
1769	die	1.3333333333333333
1777	nu	2.0
1786	nu	1.787878787878788
1787	die	1.0
1795	nu	1.25
1796	die	1.4166666666666667
1803	nu	2.530263157894737
1804	die	1.284313725490196
1812	nu	2.745833333333333
1813	die	2.0250000000000004
1821	nu	2.818045112781955
1822	die	1.8312500000000003
1830	nu	2.875727780990939
1831	die	1.4851190476190474
1840	die	2.8277777777777775
1844	kla	1.0
1849	nu	3.2393587662337664
1853	kla	1.0
1858	nu	4.205577339327339
1859	die	1.8609487734487737
1862	kla	1.8571428571428572
1867	nu	3.3407382091592615
1868	die	3.0160714285714287
1876	nu	3.7583755258125002
1877	die	3.0368480725623583
1880	kla	1.0
1885	nu	3.8982499861679427
1886	die	2.9554305542941908
1894	nu	4.470012849637463
1895	die	2.0701332426212806
1899	kla	1.2708333333333333
1901	die	3.460966810966811
1902	nu	4.072631621273577
1905	kla	1.5952380952380951
1910	die	2.9101485635576547
1911	nu	4.121089862369523
1914	kla	1.5
1920	nu	4.514224745975135
1923	kla	1.4579761904761903
1929	die	2.1914758852258855
1932	kla	2.3585213032581454
1938	die	2.085565840756173
1939	nu	4.025053444369063
1941	kla	1.5743316624895571
1947	die	1.88292243462568
1948	nu	4.127965786973376
1950	kla	1.5204761904761903
1956	die	2.073494637179031
1957	nu	5.121285962242569
1965	die	2.8188836158787502
1966	nu	5.995744023124234
1969	kla	2.147388167388167
1974	die	3.058077709434814
1975	nu	7.696278115369413
1978	kla	1.9087608225108224
1983	die	3.3819688059476216
1984	nu	9.427348280365944
1987	kla	2.336882994456524
1992	die	4.169053109621868
1993	nu	10.767437814666089
1996	kla	3.0455339105339103
2001	die	6.1088638196153235
2005	kla	3.024291900909548
2008	nu	16.789402058691667
1589	nu	1.0
1663	die	1.0
1679	nu	1.0
1688	nu	1.0
1705	nu	1.0
1723	nu	1.0
1724	die	2.0
1732	nu	1.4444444444444446
1733	die	1.0
1741	nu	1.0
1742	die	1.0
1751	die	1.0909090909090908
1760	die	1.0
1769	nu	1.6666666666666667
1778	nu	1.0
1779	die	1.0
1787	nu	1.6666666666666665
1788	die	1.21875
1796	nu	1.0
1797	die	1.2272727272727273
1804	nu	1.5138888888888888
1805	die	1.2055555555555555
1813	nu	2.704232804232804
1814	die	1.3568627450980395
1818	kla	1.0
1822	nu	4.291102756892231
1823	die	2.161111111111111
1827	kla	5.0
1831	nu	2.5987463924963925
1832	die	2.7944444444444447
1840	nu	5.37063492063492
1841	die	2.318939393939394
1845	kla	2.0
1850	die	1.7496212121212122
1859	nu	3.7173389804639805
1863	kla	1.6666666666666667
1868	nu	3.4758782883782886
1869	die	1.724358848222485
1872	kla	1.5
1877	nu	3.7306736033574266
1878	die	2.2999803227075954
1881	kla	1.0
1886	nu	3.575976465914546
1887	die	2.8757575757575755
1890	kla	1.0
1895	nu	3.904912754612512
1896	die	2.2510478158205434
1902	die	2.6751779155188236
1903	nu	3.941404869820129
1906	kla	1.2272727272727273
1911	die	2.848026720753993
1912	nu	3.9225285693811838
1915	kla	1.3416666666666666
1920	die	2.7131603245239613
1921	nu	4.229361679256982
1924	kla	2.2707738095238095
1930	nu	4.156080557212902
1933	kla	2.181077694235589
1939	die	2.561297375720047
1942	kla	1.5627819548872182
1948	die	2.0977771565848546
1949	nu	4.750730643205435
1951	kla	2.1053571428571427
1957	die	2.2929088283047783
1958	nu	5.0047916690501015
1960	kla	2.3984523809523806
1966	die	3.1295534909624094
1967	nu	5.91961341673615
1975	die	3.431963187829852
1976	nu	7.525720684058479
1979	kla	2.217544191919192
1984	die	3.7443761893181975
1985	nu	9.410683427262672
1988	kla	2.29518350522027
1993	die	4.240718963958364
1994	nu	11.724559405005671
1997	kla	2.8084951853701856
2002	die	6.243285774457155
2006	kla	3.617199483093446
1707	die	1.0
1715	nu	1.3333333333333333
1733	nu	1.0
1734	die	1.0
1742	nu	2.0
1743	die	1.0
1751	nu	1.0
1752	die	1.0
1760	nu	1.4393939393939394
1761	die	1.0
1779	nu	1.4393939393939394
1788	nu	2.4642857142857144
1789	die	1.0
1797	nu	1.4479166666666667
1798	die	1.0
1800	kla	1.0
1805	nu	1.8875595238095237
1806	die	1.8558897243107768
1814	nu	3.690833333333334
1815	die	1.2976190476190477
1819	kla	1.0
1823	nu	2.5524999999999998
1824	die	1.8105263157894735
1828	kla	1.0
1832	nu	4.106406926406927
1833	die	2.2805952380952386
1841	nu	4.403851148851149
1842	die	1.4753571428571428
1850	nu	3.03758325008325
1851	die	2.2848484848484847
1860	die	2.092640692640693
1864	kla	1.0
1869	nu	3.1907385403554134
1873	kla	1.2
1878	nu	3.565529412752709
1879	die	1.7398842319296868
1882	kla	1.0
1887	nu	3.779349987985571
1888	die	2.0239565989565986
1891	kla	2.7142857142857144
1896	nu	3.9748099304114923
1897	die	2.5554614577341854
1903	die	2.3633168623438414
1904	nu	4.646623375490303
1907	kla	1.1607142857142858
1912	die	2.8404401154401158
1913	nu	5.176333908282489
1916	kla	1.9848484848484846
1921	die	2.2424175312210073
1922	nu	4.047823458522208
1925	kla	2.149642857142857
1930	die	1.912860527766945
1931	nu	3.881372668064166
1934	kla	1.9605263157894741
1940	nu	4.264354314207736
1943	kla	1.983452380952381
1949	die	2.013913862922111
1952	kla	1.6527380952380952
1958	die	2.547750449012059
1959	nu	5.02444120122809
1961	kla	2.122638888888889
1967	die	3.0270716780574323
1968	nu	6.366628558756307
1970	kla	2.452900432900433
1976	die	3.130656908995594
1977	nu	7.278802551703084
1985	die	3.7434233653933315
1986	nu	9.231107323549757
1989	kla	2.0165169552669555
1994	die	4.8494915610082225
1995	nu	12.478651378649879
1998	kla	3.0353646231219757
2000	nu	14.910479385081048
2003	die	6.5190861116108385
2007	kla	3.6239629080070253
